UID,Account Open Date,Arrears Balance,Last Payment Date,Last Collections Action,Mobile Flag,Email Flag,dp1 Result Code,dp1 IVA/CCJ Flag,dp1 Score,dp1 Deceased Flag,dp1 Mobile Flag,dp1 Email Flag,dp1 Latest Residency Confirmation Date,dp2 Council Tax Band,dp2 Occupancy Style,dp3 Match Type,dp3 Match Level,dp3 Score,dp3 Mobile Flag,dp3 Email Flag,dp3 Latest Residency Confirmation Date
317190823,18/09/2002,138,21/02/2025,SMS,Y,N,Resident,N,77,N,Y,Y,10/03/2025,,Owner,Deceased,,,N,Y,
527092278,29/08/2012,1996,21/12/2024,Email,N,Y,Resident,N,62,N,Y,N,09/01/2025,F,Private Renter,Resident,3,886,Y,Y,25/06/2025
546781701,15/10/1996,424,,SMS,Y,N,Resident,N,95,N,N,Y,07/03/2025,B,Social Renter,Resident,9,939,Y,Y,05/07/2022
754798613,03/09/2005,261,04/03/2025,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,
284185683,02/07/1995,,09/04/2025,Email,N,Y,Resident,N,35,N,Y,Y,30/03/2025,A,Owner,Resident,5,455,Y,Y,10/04/2024
178181770,28/10/1998,26,23/03/2025,SMS,Y,N,Resident,N,98,N,Y,Y,12/03/2025,,Owner,Resident,2,952,Y,N,24/09/2025
934178507,15/05/1999,2139,26/03/2025,Email,N,Y,Unmatched,,,,,,,C,Social Renter,Forwarding Address,7,535,Y,Y,12/07/2023
600409006,03/07/2006,2136,19/12/2024,Email,N,Y,Resident,N,60,N,N,Y,02/09/2024,E,Private Renter,Resident,3,586,N,Y,11/07/2025
783645971,03/12/2002,2008,10/11/2024,Email,N,Y,Deceased,N,0,Y,Y,N,02/02/2025,E,Owner,Unmatched,,,,,
654143067,08/08/2015,4891,05/03/2022,Letter,N,N,Unmatched,,,,,,,F,Social Renter,Resident,2,219,Y,Y,23/09/2025
391547504,10/12/2014,2533,11/02/2025,Phone,N,N,Resident,N,49,N,Y,Y,14/11/2024,,Owner,Forwarding Address,7,514,Y,Y,10/12/2020
611485642,01/07/2002,12,16/03/2025,SMS,Y,N,Resident,N,87,N,Y,Y,24/03/2025,E,Social Renter,Resident,6,980,Y,Y,18/09/2022
303274192,16/04/2011,1620,20/11/2024,Email,N,Y,Resident,N,60,N,N,N,15/12/2024,F,Private Renter,Unmatched,,,,,
961151002,03/06/2018,2319,04/03/2025,Email,N,Y,Resident,N,44,N,Y,N,13/02/2025,E,Private Renter,Resident,2,707,Y,Y,24/09/2025
634929326,01/12/1998,3058,,Letter,N,N,Resident,N,28,N,N,N,31/07/2023,F,Private Renter,Resident,1,362,Y,Y,03/10/2025
425735148,13/04/2009,1547,25/12/2024,SMS,Y,N,Resident,N,54,N,N,Y,10/12/2024,E,Owner,Forwarding Address,5,771,Y,Y,01/02/2024
921260144,29/04/1997,1850,23/12/2024,Email,N,Y,Unmatched,,,,,,,D,Owner,Unmatched,,,,,
613326613,15/08/2009,3087,13/07/2024,Email,N,Y,Unmatched,,,,,,,D,Owner,Resident,3,383,N,N,15/04/2025
111953448,25/05/2011,480,10/03/2025,Email,N,Y,Resident,N,80,N,Y,Y,26/03/2025,C,Owner,Resident,2,868,Y,Y,01/10/2025
141726252,21/09/1998,814,13/02/2025,SMS,Y,N,Resident,N,94,N,N,Y,07/03/2025,B,Private Renter,Resident,3,942,Y,Y,04/04/2025
376815303,28/04/2000,45,12/03/2025,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,
297643299,19/02/2007,78,29/03/2025,SMS,Y,N,Unmatched,,,,,,,C,Owner,Resident,5,965,Y,Y,21/08/2024
815396619,03/04/1996,3663,11/07/2024,Letter,N,N,Resident,N,19,N,N,N,03/10/2023,F,Social Renter,Resident,1,394,Y,Y,03/10/2025
433582752,18/05/2009,73,21/03/2025,Email,N,Y,Resident,N,93,N,Y,Y,22/03/2025,A,Owner,Resident,7,985,Y,Y,13/08/2021
111049089,19/04/2000,,,Email,N,Y,Unmatched,,,,,,,F,Social Renter,Resident,2,667,Y,Y,28/09/2025
232413423,30/07/2007,1206,13/12/2024,Email,N,Y,Unmatched,,,,,,,C,Private Renter,Unmatched,,,,,
368315520,01/03/1999,697,22/03/2025,Letter,N,N,Resident,N,93,N,N,Y,01/03/2025,B,Private Renter,Resident,9,847,Y,N,25/11/2021
806513258,10/12/2002,3658,01/11/2024,Email,N,Y,Resident,N,23,N,N,Y,25/04/2023,E,Private Renter,Resident,5,537,Y,Y,02/04/2024
796649895,21/09/1995,3017,,Letter,N,N,Unmatched,,,,,,,E,Private Renter,Unmatched,,,,,
735009948,12/02/1995,97,21/03/2025,Email,N,Y,Deceased,N,0,Y,Y,Y,17/03/2025,A,Owner,Deceased,,,Y,Y,
849599648,20/01/2014,2588,31/10/2024,Phone,N,N,Unmatched,,,,,,,E,Owner,Resident,6,693,Y,N,23/09/2021
206146008,22/08/2004,32,03/04/2025,SMS,Y,N,Resident,N,89,N,Y,Y,31/03/2025,B,,Unmatched,,,,,
175335269,24/02/2008,,06/04/2025,Phone,N,N,Resident,N,13,N,N,Y,03/04/2025,C,Owner,Resident,7,998,Y,Y,21/08/2022
822676632,03/06/2014,69,03/04/2025,SMS,Y,N,Resident,N,90,N,N,N,29/03/2025,A,Owner,Resident,4,985,Y,Y,10/03/2025
878104128,15/03/2009,161,19/03/2025,Email,N,Y,Resident,N,82,N,Y,N,24/03/2025,B,Private Renter,Resident,7,890,Y,Y,03/01/2024
646696178,15/09/1999,1956,08/01/2025,Email,N,Y,Resident,N,60,N,N,N,28/11/2024,E,Private Renter,Resident,5,795,Y,Y,06/09/2023
291639776,08/04/2012,4036,14/10/2022,Letter,N,N,Deceased,Y,0,Y,N,N,07/01/2020,C,Social Renter,Deceased,,,N,Y,
504438724,01/12/2008,1105,23/12/2024,Phone,N,N,Resident,N,78,N,Y,Y,12/02/2025,C,Owner,Deceased,,,Y,Y,
918832666,17/09/2009,,,SMS,Y,N,Forwarding Address,N,57,N,N,N,21/03/2025,C,Owner,Resident,1,782,Y,N,03/10/2025
274353255,26/06/2009,51,27/03/2025,SMS,Y,N,Resident,N,97,N,Y,Y,01/04/2025,C,Private Renter,Resident,6,972,Y,Y,14/02/2024
705029847,11/06/2017,900,28/02/2025,Email,N,Y,Unmatched,,,,,,,,Social Renter,Unmatched,,,,,
219974147,18/04/1998,1688,19/02/2025,Email,N,Y,Resident,N,65,N,N,N,04/02/2025,D,Private Renter,Resident,4,777,Y,Y,14/03/2025
809705284,27/08/1995,4530,06/06/2024,Letter,N,N,Unmatched,,,,,,,F,Social Renter,Unmatched,,,,,
153779682,29/11/1996,1766,24/12/2024,Phone,N,N,Unmatched,,,,,,,,Owner,Resident,2,723,Y,Y,22/09/2025
676533101,05/02/2002,61,31/03/2025,SMS,Y,N,Unmatched,,,,,,,A,Owner,Forwarding Address,9,976,Y,Y,30/10/2020
747788750,05/12/2015,974,21/03/2025,Email,N,Y,Unmatched,,,,,,,D,Owner,Unmatched,,,,,
702872763,04/11/2011,36,22/03/2025,Email,N,Y,Resident,N,91,N,Y,N,03/04/2025,B,Social Renter,Resident,6,989,Y,Y,11/01/2023
165565947,13/01/2010,5139,29/07/2023,Phone,N,N,Unmatched,,,,,,,F,Social Renter,Unmatched,,,,,
360349534,22/10/2002,89,22/03/2025,Phone,N,N,Resident,N,98,N,Y,Y,19/03/2025,D,Owner,Resident,7,966,Y,Y,29/07/2022
848417976,15/03/2004,4668,,Letter,N,N,Resident,Y,1,N,N,N,10/05/2019,F,Private Renter,Forwarding Address,6,4,Y,N,07/05/2024
530608356,12/10/2011,9,17/03/2025,Email,N,Y,Resident,N,86,N,N,Y,06/04/2025,C,Private Renter,Resident,1,953,Y,Y,03/10/2025
687323600,31/08/2008,,02/04/2025,Phone,N,N,Resident,N,17,N,Y,N,27/03/2025,A,Private Renter,Forwarding Address,8,896,Y,N,17/10/2020
707652808,24/12/2016,7,18/03/2025,SMS,Y,N,Resident,N,85,N,Y,N,29/03/2025,A,Private Renter,Resident,8,955,Y,Y,23/11/2020
935102197,26/03/2008,4915,08/08/2019,Letter,N,N,Resident,N,3,N,N,N,14/12/2021,E,Social Renter,Resident,2,133,Y,Y,18/09/2025
652977133,30/10/2004,68,22/03/2025,SMS,Y,N,Resident,N,92,N,N,N,26/03/2025,A,Owner,Resident,7,985,N,N,16/04/2023
182053799,16/02/2016,70,16/03/2025,Email,N,Y,Resident,N,92,N,N,Y,31/03/2025,E,Owner,Resident,8,965,Y,Y,20/11/2022
142369338,29/07/1995,2620,07/01/2025,Phone,N,N,Resident,N,26,N,N,N,31/01/2025,F,Social Renter,Resident,1,589,Y,Y,03/10/2025
213327594,21/07/2013,2021,17/12/2024,Phone,N,N,Unmatched,,,,,,,E,Social Renter,Forwarding Address,3,501,Y,Y,05/03/2025
928709651,15/05/2014,93,,SMS,Y,N,Resident,N,86,N,N,Y,27/03/2025,A,Owner,Resident,9,986,Y,Y,29/08/2019
504683331,25/08/2012,,18/03/2025,Email,N,Y,Unmatched,,,,,,,,Social Renter,Resident,7,92,Y,Y,25/10/2020
922411508,06/01/2014,77,01/04/2025,Email,N,Y,Resident,N,88,N,Y,Y,05/04/2025,D,Private Renter,Unmatched,,,,,
542903586,22/04/2017,1672,04/01/2025,Phone,N,N,Unmatched,,,,,,,E,Owner,Unmatched,,,,,
116268437,18/07/2012,595,17/03/2025,SMS,Y,N,Unmatched,,,,,,,C,Owner,Unmatched,,,,,
162826926,29/12/1995,1616,02/12/2024,Phone,N,N,Deceased,N,0,Y,Y,N,16/12/2024,E,Private Renter,Deceased,,,Y,Y,
576678758,22/09/1997,34,13/03/2025,SMS,Y,N,Unmatched,,,,,,,A,Owner,Unmatched,,,,,
884612336,12/12/2016,1512,22/01/2025,SMS,Y,N,Resident,N,76,N,N,Y,06/01/2025,E,Private Renter,Unmatched,,,,,
469237822,30/12/1995,1644,21/02/2025,Phone,N,N,Resident,N,65,N,N,N,07/12/2024,,Private Renter,Resident,3,840,Y,Y,26/05/2025
391210228,26/09/2015,1562,11/01/2025,Phone,N,N,Resident,N,69,N,Y,N,24/02/2025,B,Private Renter,Resident,9,862,Y,N,14/10/2020
395833316,07/11/2011,72,18/03/2025,Email,N,Y,Unmatched,,,,,,,B,Owner,Unmatched,,,,,
333755164,29/06/1997,3455,27/09/2023,Letter,N,N,Unmatched,,,,,,,F,Private Renter,Unmatched,,,,,
788419934,04/11/2017,1832,21/11/2024,Phone,N,N,Deceased,N,0,Y,N,N,13/11/2024,D,,Deceased,,,N,Y,
897277224,05/02/2004,77,,SMS,Y,N,Deceased,N,0,Y,Y,N,22/03/2025,B,Social Renter,Deceased,,,Y,N,
922412687,12/01/2006,1635,26/12/2024,Email,N,Y,Resident,N,51,N,Y,Y,11/01/2025,,Owner,Resident,4,725,Y,Y,18/01/2025
950641540,06/07/1995,2511,12/12/2024,SMS,Y,N,Resident,N,38,N,N,N,03/09/2024,E,Social Renter,Resident,7,604,Y,Y,22/03/2023
905808569,11/07/2013,2212,22/01/2025,Phone,N,N,Resident,N,29,N,N,N,23/01/2025,D,,Resident,9,662,Y,Y,14/03/2021
383022401,23/01/2003,7,04/04/2025,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,
456534349,02/09/2017,3161,24/12/2024,Letter,N,N,Resident,N,22,N,N,Y,11/06/2023,F,Private Renter,Resident,4,539,N,Y,05/02/2025
391670589,22/12/2003,40,27/03/2025,SMS,Y,N,Unmatched,,,,,,,A,Private Renter,Forwarding Address,4,975,Y,Y,03/11/2024
676447399,23/01/2002,75,31/03/2025,SMS,Y,N,Resident,N,93,N,Y,Y,08/04/2025,B,Owner,Resident,9,985,Y,Y,28/02/2020
128167032,24/12/2000,432,08/03/2025,SMS,Y,N,Resident,N,95,N,N,N,13/03/2025,D,Private Renter,Resident,6,923,Y,Y,23/05/2022
552542730,14/08/2004,1209,,Email,N,Y,Resident,N,66,N,Y,Y,26/11/2024,F,Social Renter,Resident,6,765,Y,N,24/12/2023
869451307,18/01/2006,4500,11/02/2025,Letter,N,N,Resident,N,11,N,N,N,31/12/2021,,,Resident,6,82,Y,Y,12/11/2022
986348721,18/03/1995,5956,19/06/2021,Letter,N,N,Deceased,N,0,Y,N,N,20/10/2020,E,Social Renter,Deceased,,,Y,Y,
299733797,22/06/2017,723,04/03/2025,SMS,Y,N,Resident,N,79,N,Y,N,07/03/2025,B,Social Renter,Resident,6,880,Y,Y,30/09/2021
491728096,26/06/2001,836,19/02/2025,Email,N,Y,Resident,N,88,N,Y,Y,21/02/2025,C,Social Renter,Unmatched,,,,,
683040413,23/11/2012,4524,13/09/2019,Letter,N,N,Resident,Y,10,N,N,Y,31/01/2021,E,Private Renter,Resident,1,38,Y,N,03/10/2025
949431243,15/10/2014,,22/03/2025,SMS,Y,N,Resident,N,78,N,N,N,04/04/2025,B,Owner,Resident,6,856,Y,Y,20/02/2024
569937851,02/09/2018,79,22/03/2025,SMS,Y,N,Resident,N,98,N,N,N,09/04/2025,E,Owner,Resident,3,954,Y,Y,14/03/2025
558907726,22/11/2006,3080,21/10/2023,Phone,N,N,Resident,N,30,N,N,N,09/09/2023,,Social Renter,Resident,9,539,N,Y,04/12/2021
704293176,18/01/2009,129,12/03/2025,Email,N,Y,Resident,N,86,N,Y,Y,21/02/2025,C,,Resident,7,867,Y,Y,24/03/2022
257299627,21/10/2001,216,14/03/2025,Email,N,Y,Resident,N,95,N,N,N,12/03/2025,D,Owner,Unmatched,,,,,
456482592,21/05/1999,2544,04/11/2024,Email,N,Y,Resident,N,58,N,N,N,09/11/2024,C,Social Renter,Unmatched,,,,,
767494162,10/03/2000,52,06/04/2025,SMS,Y,N,Resident,N,86,N,Y,Y,06/04/2025,A,Owner,Resident,6,989,Y,Y,26/05/2024
921340332,22/05/2011,3559,27/11/2023,SMS,Y,N,Deceased,N,0,Y,N,N,24/04/2023,E,Social Renter,Deceased,,,Y,Y,
458710903,08/03/2004,1806,27/12/2024,SMS,Y,N,Resident,N,76,N,Y,Y,17/12/2024,D,Social Renter,Resident,9,816,Y,Y,12/10/2019
153305344,08/08/2005,246,,Email,N,Y,Unmatched,,,,,,,B,Private Renter,Unmatched,,,,,
445208344,16/07/2010,,03/04/2025,Phone,N,N,Resident,N,79,N,N,N,12/03/2025,D,Owner,Resident,1,340,Y,Y,03/10/2025
450704884,14/10/1996,901,10/03/2025,SMS,Y,N,Resident,N,82,N,Y,Y,23/03/2025,B,Private Renter,Resident,1,882,Y,Y,03/10/2025
537279802,23/07/2003,3716,07/04/2023,Letter,N,N,Resident,Y,9,N,N,N,04/05/2023,D,Social Renter,Resident,8,112,Y,Y,16/04/2023
627539131,22/07/2007,2837,05/10/2024,Phone,N,N,Resident,N,48,N,N,Y,17/09/2024,D,Owner,Resident,8,538,Y,N,14/02/2022
786160296,30/04/2018,1973,01/02/2025,Email,N,Y,Forwarding Address,N,56,N,Y,N,07/02/2025,B,Owner,Resident,8,707,Y,N,13/06/2021
535182014,16/08/2003,2194,18/08/2024,Phone,N,N,Resident,N,38,N,N,N,11/11/2024,F,Owner,Resident,7,709,Y,Y,15/05/2023
293957703,08/07/2015,2689,03/10/2024,Phone,N,N,Resident,N,50,N,N,N,31/10/2024,F,Social Renter,Resident,2,614,Y,N,20/09/2025
680261899,29/01/1997,2930,10/01/2025,Phone,N,N,Resident,Y,10,N,N,N,23/08/2024,D,Social Renter,Forwarding Address,4,216,Y,Y,27/11/2024
481623203,05/08/2005,2942,20/08/2024,Letter,N,N,Resident,N,42,N,N,Y,26/02/2025,D,Private Renter,Resident,6,669,Y,Y,12/07/2022
134848953,15/05/2004,4370,,Letter,N,N,Resident,Y,6,N,N,N,08/03/2019,,Social Renter,Resident,6,139,Y,Y,16/01/2024
359287877,19/07/2015,1717,20/02/2025,SMS,Y,N,Resident,N,56,N,N,Y,30/11/2024,D,Owner,Resident,3,787,Y,Y,02/04/2025
407845951,29/10/2014,669,13/03/2025,SMS,Y,N,Unmatched,,,,,,,B,Owner,Resident,9,957,Y,Y,12/05/2022
695301457,14/07/2012,373,19/02/2025,Letter,N,N,Unmatched,,,,,,,D,Owner,Unmatched,,,,,
481763633,14/05/2005,2526,18/01/2025,Email,N,Y,Deceased,N,0,Y,Y,N,22/02/2025,F,Social Renter,Deceased,,,Y,Y,
361021241,20/06/2009,1678,20/12/2024,Email,N,Y,Forwarding Address,N,54,N,N,N,03/12/2024,E,Private Renter,Resident,1,727,Y,Y,03/10/2025
231234245,29/04/2008,31,23/03/2025,SMS,Y,N,Resident,N,99,N,Y,Y,11/03/2025,A,Owner,Resident,5,952,Y,Y,29/12/2023
514224829,04/12/2006,3947,11/08/2023,Phone,N,N,Resident,N,28,N,Y,N,26/05/2023,,Private Renter,Resident,6,498,Y,N,06/02/2024
450621146,27/04/2002,98,15/03/2025,SMS,Y,N,Resident,N,93,N,Y,Y,21/03/2025,B,Social Renter,Resident,1,967,Y,Y,03/10/2025
830281262,30/10/2002,412,27/03/2025,SMS,Y,N,Forwarding Address,N,91,N,Y,Y,07/03/2025,C,Private Renter,Deceased,,,Y,Y,
106504409,25/10/2016,8,01/04/2025,SMS,Y,N,Resident,N,95,N,Y,Y,30/03/2025,B,Owner,Resident,7,974,Y,Y,21/10/2021
749500164,13/11/2005,26,25/03/2025,Phone,N,N,Deceased,N,0,Y,Y,N,12/03/2025,A,Owner,Deceased,,,Y,Y,
103060434,25/05/2005,28,30/03/2025,SMS,Y,N,Resident,N,91,N,Y,Y,10/03/2025,A,Social Renter,Resident,8,969,Y,Y,17/10/2021
691998973,24/08/2009,1408,28/01/2025,SMS,Y,N,Resident,N,73,N,N,Y,02/01/2025,E,Owner,Resident,8,727,Y,Y,04/11/2020
496458582,10/04/2018,90,26/03/2025,SMS,Y,N,Resident,N,93,N,Y,Y,02/04/2025,B,Owner,Resident,1,977,Y,Y,03/10/2025
504124986,16/04/2004,2339,17/10/2024,Email,N,Y,Forwarding Address,N,43,N,N,N,30/01/2025,E,Owner,Resident,2,532,Y,Y,19/09/2025
515271667,09/04/2013,68,20/03/2025,SMS,Y,N,Unmatched,,,,,,,B,Private Renter,Unmatched,,,,,
477481308,09/03/2016,608,10/03/2025,SMS,Y,N,Resident,N,84,N,N,N,04/03/2025,C,Owner,Resident,7,890,Y,Y,18/03/2021
147367001,11/05/1997,281,04/03/2025,Email,N,Y,Resident,N,88,N,Y,Y,27/02/2025,F,Owner,Unmatched,,,,,
715781077,01/12/2016,1737,19/02/2025,Email,N,Y,Resident,N,68,N,Y,N,11/12/2024,,Private Renter,Resident,2,701,Y,Y,29/09/2025
514380020,17/02/2000,38,08/04/2025,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,
373725870,16/09/1999,,21/03/2025,Email,N,Y,Resident,N,97,N,N,N,12/03/2025,C,Owner,Resident,2,511,Y,Y,25/09/2025
860426146,30/12/2007,833,05/03/2025,SMS,Y,N,Unmatched,,,,,,,B,,Resident,3,848,Y,Y,11/05/2025
575784316,29/05/2015,123,07/03/2025,SMS,Y,N,Resident,N,82,N,Y,Y,11/03/2025,C,Owner,Resident,6,942,Y,Y,06/01/2024
216202454,24/11/2000,15,07/04/2025,Email,N,Y,Deceased,N,0,Y,Y,N,10/03/2025,C,Owner,Deceased,,,Y,Y,
278522580,07/12/2012,100,27/03/2025,Phone,N,N,Resident,N,98,N,Y,Y,18/03/2025,B,Owner,Resident,5,967,Y,Y,28/06/2024
407709860,17/04/2016,25,19/03/2025,SMS,Y,N,Resident,N,94,N,Y,Y,06/04/2025,B,Social Renter,Resident,7,983,Y,Y,03/02/2021
941340767,07/11/2013,15,02/04/2025,SMS,Y,N,Resident,N,97,N,Y,Y,31/03/2025,B,Owner,Resident,3,951,Y,Y,18/06/2025
925998290,31/10/2003,82,,SMS,Y,N,Resident,N,93,N,N,Y,20/03/2025,A,Social Renter,Resident,2,977,Y,Y,21/09/2025
428853474,07/05/2012,110,21/02/2025,SMS,Y,N,Unmatched,,,,,,,A,Owner,Resident,9,859,Y,Y,05/12/2019
691237331,13/02/2014,190,02/03/2025,SMS,Y,N,Resident,N,89,N,N,Y,25/03/2025,C,Owner,Resident,6,899,Y,Y,22/10/2022
518443736,28/11/2003,567,26/02/2025,SMS,Y,N,Unmatched,,,,,,,B,,Unmatched,,,,,
114936964,21/01/2009,69,24/03/2025,Email,N,Y,Resident,N,86,N,Y,Y,20/03/2025,A,Owner,Resident,1,977,Y,Y,03/10/2025
502703183,13/10/2011,1740,19/03/2025,Phone,N,N,Resident,N,75,N,Y,N,10/01/2025,D,Owner,Resident,1,787,Y,Y,03/10/2025
603495783,25/02/1997,60,26/03/2025,Email,N,Y,Unmatched,,,,,,,B,Owner,Unmatched,,,,,
623003147,30/11/2014,,,Phone,N,N,Unmatched,,,,,,,F,Owner,Resident,8,32,Y,N,22/10/2020
383139841,16/11/2001,1762,21/01/2025,Phone,N,N,Unmatched,,,,,,,A,Social Renter,Unmatched,,,,,
932523976,06/04/1996,46,,SMS,Y,N,Resident,N,89,N,N,Y,04/04/2025,B,Owner,Resident,5,965,Y,Y,20/09/2023
244107988,20/01/2013,1961,29/12/2024,SMS,Y,N,Resident,N,59,N,N,N,15/01/2025,B,Social Renter,Unmatched,,,,,
239948135,04/03/2018,3179,06/12/2024,Letter,N,N,Resident,N,25,N,N,N,04/05/2023,E,Social Renter,Resident,1,284,Y,Y,03/10/2025
191185658,02/10/2006,1531,25/03/2025,Letter,N,N,Unmatched,,,,,,,D,Owner,Unmatched,,,,,
427766840,16/12/2015,50,02/04/2025,SMS,Y,N,Deceased,N,0,Y,Y,Y,03/04/2025,A,Owner,Forwarding Address,9,964,Y,Y,14/05/2021
968150791,28/03/2002,1759,01/03/2025,Email,N,Y,Resident,N,57,N,Y,Y,08/02/2025,F,Private Renter,Forwarding Address,5,715,N,Y,06/04/2024
620761294,08/11/2013,1039,03/03/2025,Letter,N,N,Resident,N,73,N,Y,Y,15/01/2025,,Private Renter,Resident,7,840,Y,N,12/07/2022
620998921,18/10/2004,,10/03/2025,SMS,Y,N,Resident,N,66,N,Y,N,20/03/2025,A,Owner,Resident,6,647,Y,N,18/07/2023
997390935,19/10/2010,1296,,Email,N,Y,Forwarding Address,N,50,N,Y,N,24/01/2025,,Owner,Forwarding Address,8,823,N,Y,15/01/2023
231891905,20/11/1998,50,30/03/2025,Email,N,Y,Resident,N,88,N,Y,N,20/03/2025,A,Private Renter,Resident,8,969,Y,N,23/06/2023
978990915,15/02/1996,96,15/03/2025,SMS,Y,N,Deceased,N,0,Y,N,Y,22/03/2025,D,Private Renter,Deceased,,,Y,Y,
555017875,20/10/2015,54,,Phone,N,N,Resident,N,94,N,Y,N,14/03/2025,A,Owner,Forwarding Address,5,987,Y,Y,02/06/2024
822680286,16/07/2004,881,10/03/2025,Email,N,Y,Resident,N,88,N,N,N,14/03/2025,B,Owner,Resident,1,947,Y,Y,03/10/2025
232891241,21/07/1996,1699,05/01/2025,Email,N,Y,Resident,N,70,N,N,Y,02/02/2025,E,Social Renter,Resident,4,736,Y,Y,10/12/2024
661941758,11/11/2004,381,25/03/2025,SMS,Y,N,Resident,N,83,N,Y,Y,12/03/2025,B,Social Renter,Resident,4,859,Y,N,30/12/2024
458062255,03/09/2001,4186,22/08/2022,Letter,N,N,Resident,Y,7,N,N,N,27/01/2022,D,Owner,Resident,4,26,Y,Y,10/11/2024
822875548,16/05/2014,727,,SMS,Y,N,Unmatched,,,,,,,B,Private Renter,Forwarding Address,6,882,Y,Y,09/12/2023
427105064,17/10/2013,608,30/03/2025,Phone,N,N,Unmatched,,,,,,,B,Social Renter,Resident,1,916,Y,Y,03/10/2025
731581993,07/11/2002,1668,16/01/2025,Email,N,Y,Resident,N,77,N,N,Y,29/01/2025,D,Social Renter,Resident,8,732,Y,Y,26/03/2020
645227299,03/08/1997,3219,20/03/2023,Email,N,Y,Resident,N,15,N,Y,N,11/03/2023,E,Social Renter,Resident,2,506,Y,Y,27/09/2025
666201152,14/06/1999,2913,21/03/2025,Phone,N,N,Resident,Y,8,N,N,N,10/09/2024,F,Private Renter,Resident,7,151,N,Y,21/10/2020
193700333,29/05/2000,4,11/03/2025,SMS,Y,N,Resident,N,99,N,Y,Y,23/03/2025,C,Owner,Resident,7,958,Y,N,19/10/2022
995958681,01/03/2008,,29/03/2025,Email,N,Y,Unmatched,,,,,,,E,Social Renter,Resident,5,92,Y,Y,08/12/2023
307046892,05/08/2014,58,29/03/2025,SMS,Y,N,Resident,N,92,N,Y,Y,10/03/2025,,Owner,Resident,4,990,Y,Y,16/03/2025
330902021,11/05/2001,62,03/04/2025,Email,N,Y,Resident,N,87,N,N,Y,02/04/2025,B,Owner,Resident,5,964,Y,Y,16/10/2023
570996218,03/11/2007,2736,23/10/2024,Email,N,Y,Resident,N,53,N,Y,N,16/09/2024,,Private Renter,Resident,3,677,Y,Y,10/05/2025
557283809,23/06/1997,387,08/03/2025,SMS,Y,N,Resident,N,77,N,Y,Y,24/02/2025,D,Private Renter,Resident,7,857,Y,Y,29/12/2023
347770789,06/08/2017,51,08/04/2025,SMS,Y,N,Resident,N,89,N,Y,Y,13/03/2025,B,Private Renter,Resident,6,976,Y,Y,16/07/2024
350205093,01/07/2016,318,03/03/2025,SMS,Y,N,Deceased,N,0,Y,Y,Y,06/03/2025,,,Deceased,,,Y,Y,
368893612,04/02/2010,3349,11/03/2024,Letter,N,N,Unmatched,,,,,,,F,Social Renter,Unmatched,,,,,
254088791,14/11/2007,2301,,Phone,N,N,Resident,N,50,N,Y,N,08/02/2025,F,Private Renter,Resident,6,599,Y,Y,03/02/2024
606163220,13/07/1998,83,05/04/2025,SMS,Y,N,Forwarding Address,N,90,N,Y,Y,19/03/2025,D,Owner,Resident,3,969,Y,Y,25/07/2025
629475037,10/04/1998,4847,21/03/2023,Letter,N,N,Deceased,N,0,Y,N,N,23/07/2020,C,Social Renter,Deceased,,,N,Y,
254780176,28/01/2006,30,05/04/2025,SMS,Y,N,Deceased,N,0,Y,Y,Y,24/03/2025,A,Private Renter,Deceased,,,Y,Y,
575303542,22/12/2004,1793,29/12/2024,SMS,Y,N,Unmatched,,,,,,,,Social Renter,Forwarding Address,5,834,N,Y,25/11/2023
812238987,05/07/1995,1606,05/12/2024,Email,N,Y,Resident,N,61,N,N,N,05/03/2025,,Owner,Unmatched,,,,,
771698603,07/10/2004,69,01/04/2025,SMS,Y,N,Forwarding Address,N,88,N,Y,Y,10/03/2025,B,Private Renter,Deceased,,,Y,N,
140611002,06/11/2006,10,24/03/2025,Email,N,Y,Unmatched,,,,,,,A,Private Renter,Deceased,,,Y,Y,
799845958,18/05/1995,92,21/03/2025,SMS,Y,N,Unmatched,,,,,,,,Owner,Forwarding Address,2,956,Y,Y,30/09/2025
922056652,13/08/2009,2171,09/12/2024,SMS,Y,N,Resident,N,35,N,N,N,06/01/2025,F,Owner,Resident,1,568,Y,Y,03/10/2025
980110692,14/07/2002,3170,27/10/2024,Email,N,Y,Deceased,N,0,Y,N,N,26/09/2023,,Social Renter,Deceased,,,Y,Y,
672680634,08/10/2006,1343,16/03/2025,Email,N,Y,Deceased,N,0,Y,N,Y,06/02/2025,B,Social Renter,Deceased,,,Y,Y,
274690833,10/12/2010,1084,11/01/2025,Email,N,Y,Resident,N,61,N,N,Y,12/01/2025,D,Private Renter,Resident,5,825,Y,Y,24/08/2024
406790663,27/04/2004,,01/04/2025,SMS,Y,N,Unmatched,,,,,,,A,Owner,Unmatched,,,,,
302325791,17/07/1998,36,,SMS,Y,N,Resident,N,95,N,Y,Y,31/03/2025,A,Private Renter,Resident,2,963,Y,Y,19/09/2025
877038640,22/09/2010,2776,07/02/2025,Phone,N,N,Unmatched,,,,,,,,,Unmatched,,,,,
