UID,Embed_X,Embed_Y,Account Open Date,Arrears Balance,Last Payment Date,Last Collections Action,Mobile Flag,Email Flag,dp1 Result Code,dp1 IVA/CCJ Flag,dp1 Score,dp1 Deceased Flag,dp1 Mobile Flag,dp1 Email Flag,dp1 Latest Residency Confirmation Date,dp2 Council Tax Band,dp2 Occupancy Style,dp3 Match Type,dp3 Match Level,dp3 Score,dp3 Mobile Flag,dp3 Email Flag,dp3 Latest Residency Confirmation Date,Residency Zone,Mobile_Available,Email_Available,Segment_Risk_Score,Action_Tier,Anomaly Label,Cluster,Recovery Strategy
606163220,-0.47458318,2.612578,1998-07-13,83.0,2025-04-05,SMS,Y,N,Forwarding Address,N,90.0,N,Y,Y,2025-03-19,D,Owner,Resident,3.0,969.0,Y,Y,2025-07-25,Zone 3 - Only dp3 says Resident,1,0,47.26,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
954275044,-0.30369633,2.882114,2007-02-06,96.0,2025-03-22,SMS,Y,N,Resident,N,89.0,N,Y,Y,2025-03-21,B,Private Renter,Resident,6.0,977.0,Y,Y,2022-01-31,Zone 1 - Agreement,1,0,47.59,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
694148273,-0.2631698,2.7761881,2001-04-20,224.0,2025-03-15,SMS,Y,N,Resident,N,92.0,N,Y,Y,2025-03-15,A,Social Renter,Resident,6.0,959.0,Y,Y,2022-10-20,Zone 1 - Agreement,1,0,47.67,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
747965903,-0.31660774,2.8797398,2011-07-04,12.0,2025-03-26,SMS,Y,N,Resident,N,90.0,N,Y,Y,2025-04-07,,Private Renter,Resident,6.0,956.0,Y,Y,2022-02-21,Zone 1 - Agreement,1,0,47.85,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
199973173,-0.30620944,2.882428,1996-03-07,52.0,2025-03-14,SMS,Y,N,Resident,N,89.0,N,N,Y,2025-03-20,,Private Renter,Resident,6.0,969.0,Y,Y,2022-03-01,Zone 1 - Agreement,1,0,47.95,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
511154791,-0.58204323,2.9695928,2004-02-03,26.0,2025-03-18,SMS,Y,N,Resident,N,88.0,N,N,Y,2025-04-06,A,Owner,Resident,5.0,976.0,Y,Y,2024-01-06,Zone 1 - Agreement,1,0,47.99,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
567252096,-0.57709247,2.9601746,2013-08-02,58.0,2025-03-13,SMS,Y,N,Resident,N,90.0,N,Y,Y,2025-03-16,B,Owner,Resident,8.0,958.0,Y,Y,2021-09-05,Zone 1 - Agreement,1,0,48.11,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
932523976,-0.57429975,2.9650073,1996-04-06,46.0,,SMS,Y,N,Resident,N,89.0,N,N,Y,2025-04-04,B,Owner,Resident,5.0,965.0,Y,Y,2023-09-20,Zone 1 - Agreement,1,0,48.29,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
368799403,-0.513495,2.8454914,2018-04-12,89.0,2025-03-25,SMS,Y,N,Resident,N,89.0,N,Y,Y,2025-04-04,A,Owner,Forwarding Address,8.0,968.0,Y,N,2022-06-02,Zone 2 - Only dp1 says Resident,1,0,48.42,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
948003049,-0.29266268,2.8882318,2000-09-30,71.0,2025-04-04,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-04-03,B,Private Renter,Resident,1.0,986.0,Y,Y,2025-10-03,Zone 1 - Agreement,1,0,48.44,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
611485642,-0.2809941,2.8036451,2002-07-01,12.0,2025-03-16,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-03-24,E,Social Renter,Resident,6.0,980.0,Y,Y,2022-09-18,Zone 1 - Agreement,1,0,48.45,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
266536571,-0.5722695,2.96728,2011-03-30,23.0,2025-03-21,SMS,Y,N,Resident,N,89.0,N,Y,N,2025-03-14,B,Owner,Resident,6.0,960.0,Y,Y,2022-05-20,Zone 1 - Agreement,1,0,48.56,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
546781701,-0.21527794,2.7547617,1996-10-15,424.0,,SMS,Y,N,Resident,N,95.0,N,N,Y,2025-03-07,B,Social Renter,Resident,9.0,939.0,Y,Y,2022-07-05,Zone 1 - Agreement,1,0,48.67,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
725085379,-0.56956893,2.9796224,2000-09-07,5.0,2025-03-11,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-03-26,D,Owner,Resident,9.0,987.0,Y,Y,2019-07-01,Zone 1 - Agreement,1,0,48.68,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
314630499,-0.5603015,2.96734,1996-03-02,73.0,,SMS,Y,N,Resident,N,88.0,N,N,Y,2025-03-20,B,Owner,Resident,9.0,973.0,Y,Y,2020-09-13,Zone 1 - Agreement,1,0,48.76,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
849959851,-0.56414276,2.9716988,2011-04-04,21.0,2025-03-24,SMS,Y,N,Resident,N,88.0,N,Y,Y,2025-03-11,A,Owner,Resident,8.0,966.0,Y,Y,2020-09-05,Zone 1 - Agreement,1,0,48.94,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
767494162,-0.55762154,2.9764652,2000-03-10,52.0,2025-04-06,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-04-06,A,Owner,Resident,6.0,989.0,Y,Y,2024-05-26,Zone 1 - Agreement,1,0,48.95,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
841025085,-0.44743928,2.6332865,2009-02-22,11.0,2025-04-05,SMS,Y,N,Forwarding Address,N,86.0,N,N,Y,2025-04-08,C,Owner,Resident,1.0,983.0,Y,Y,2025-10-03,Zone 3 - Only dp3 says Resident,1,0,49.14,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
815806262,-0.26492998,2.8064158,2007-06-09,16.0,2025-03-21,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-03-26,A,Social Renter,Resident,1.0,982.0,Y,Y,2025-10-03,Zone 1 - Agreement,1,0,49.29,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
650757444,-0.15089887,2.4920757,2002-01-20,36.0,2025-03-25,SMS,Y,N,Forwarding Address,N,86.0,N,Y,N,2025-04-08,E,Social Renter,Resident,2.0,983.0,Y,Y,2025-09-25,Zone 3 - Only dp3 says Resident,1,0,49.39,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
921611928,-0.54559785,2.9652107,2001-07-19,73.0,2025-03-30,SMS,Y,N,Resident,N,89.0,N,Y,Y,2025-04-03,A,Owner,Resident,3.0,955.0,Y,Y,2025-05-29,Zone 1 - Agreement,1,0,49.56,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
928709651,-0.53790534,2.9745696,2014-05-15,93.0,,SMS,Y,N,Resident,N,86.0,N,N,Y,2025-03-27,A,Owner,Resident,9.0,986.0,Y,Y,2019-08-29,Zone 1 - Agreement,1,0,49.66,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
191358966,-0.27032164,2.8824375,2000-12-29,61.0,2025-03-25,SMS,Y,N,Resident,N,89.0,N,Y,Y,2025-03-22,A,Private Renter,Resident,5.0,951.0,Y,Y,2024-05-13,Zone 1 - Agreement,1,0,49.84,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
944657714,-0.26877585,2.8943033,2008-02-14,56.0,2025-03-16,SMS,Y,N,Resident,N,85.0,N,Y,Y,2025-04-04,B,Private Renter,Resident,7.0,990.0,Y,Y,2024-08-12,Zone 1 - Agreement,1,0,49.89,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
173612550,-0.54381293,2.972851,1996-04-28,29.0,2025-03-30,SMS,Y,N,Resident,N,88.0,N,Y,Y,2025-04-07,C,Owner,Resident,8.0,957.0,Y,Y,2023-01-10,Zone 1 - Agreement,1,0,49.92,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
367351310,-0.53814584,2.9825668,2012-08-06,43.0,2025-03-23,SMS,Y,N,Resident,N,85.0,N,Y,Y,2025-03-14,A,Owner,Resident,7.0,988.0,Y,Y,2021-01-16,Zone 1 - Agreement,1,0,49.96,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
757184264,-0.26659688,2.8824086,2018-05-29,66.0,,SMS,Y,N,Resident,N,89.0,N,Y,Y,2025-04-09,B,Private Renter,Resident,4.0,950.0,Y,Y,2025-02-23,Zone 1 - Agreement,1,0,49.99,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
704133456,-0.5278863,2.9797072,2014-11-27,85.0,2025-03-21,SMS,Y,N,Resident,N,85.0,N,Y,N,2025-03-22,A,Owner,Resident,3.0,990.0,Y,Y,2025-08-02,Zone 1 - Agreement,1,0,50.18,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
398466977,-0.53476566,2.9717832,2015-10-05,50.0,2025-04-07,SMS,Y,N,Resident,N,88.0,N,Y,Y,2025-04-06,B,Owner,Resident,8.0,956.0,Y,Y,2020-12-06,Zone 1 - Agreement,1,0,50.23,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
849035780,-0.5402073,2.9791183,1995-08-18,2.0,2025-04-04,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-03-30,B,Owner,Resident,9.0,961.0,Y,Y,2019-07-14,Zone 1 - Agreement,1,0,50.25,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
128167032,-0.18776467,2.8621762,2000-12-24,432.0,2025-03-08,SMS,Y,N,Resident,N,95.0,N,N,N,2025-03-13,D,Private Renter,Resident,6.0,923.0,Y,Y,2022-05-23,Zone 1 - Agreement,1,0,50.35,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
907054865,-0.16326733,2.552752,2001-05-10,77.0,2025-04-06,SMS,Y,N,Forwarding Address,N,87.0,N,Y,Y,2025-04-04,A,Private Renter,Resident,3.0,967.0,Y,Y,2025-03-22,Zone 3 - Only dp3 says Resident,1,0,50.4,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
619773177,-0.26199976,2.8884983,2017-11-08,43.0,2025-03-19,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-03-15,A,Private Renter,Resident,8.0,963.0,Y,Y,2021-08-11,Zone 1 - Agreement,1,0,50.46,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
832982466,-0.25224885,2.891163,2005-01-15,86.0,2025-04-06,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-03-31,B,Private Renter,Resident,1.0,977.0,Y,Y,2025-10-03,Zone 1 - Agreement,1,0,50.49,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
423668720,-0.5328477,2.9783478,2014-07-02,18.0,2025-04-06,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-03-31,A,Owner,Resident,2.0,960.0,Y,Y,2025-09-29,Zone 1 - Agreement,1,0,50.51,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
184171505,-0.5282549,2.9785907,2011-08-28,20.0,2025-03-20,SMS,Y,N,Resident,N,87.0,N,N,Y,2025-03-27,A,Owner,Resident,7.0,958.0,Y,Y,2021-07-28,Zone 1 - Agreement,1,0,50.73,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
176306725,-0.4675301,2.8637094,2015-10-23,40.0,2025-03-14,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-03-30,B,Owner,Forwarding Address,3.0,959.0,Y,Y,2025-05-30,Zone 2 - Only dp1 says Resident,1,0,50.83,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
191565897,-0.5235751,2.981513,2009-03-18,31.0,2025-03-31,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-03-13,A,Owner,Resident,8.0,968.0,Y,Y,2022-08-28,Zone 1 - Agreement,1,0,50.84,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
741304687,-0.1474345,2.7592654,2003-06-04,563.0,2025-03-16,SMS,Y,N,Resident,N,92.0,N,Y,Y,2025-03-14,D,Social Renter,Resident,3.0,960.0,Y,Y,2025-07-31,Zone 1 - Agreement,1,0,50.96,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
953002473,-0.5153614,2.9757931,2013-03-31,64.0,2025-03-11,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-04-04,B,Owner,Resident,4.0,959.0,N,Y,2024-09-19,Zone 1 - Agreement,1,0,51.07,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
154760415,-0.5113568,2.978834,2009-10-20,73.0,2025-03-30,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-03-12,C,Owner,Resident,6.0,969.0,Y,Y,2022-07-13,Zone 1 - Agreement,1,0,51.16,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
994647729,-0.5080427,2.981406,2015-01-23,48.0,2025-03-21,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-03-20,,Owner,Resident,6.0,963.0,Y,Y,2023-06-20,Zone 1 - Agreement,1,0,51.51,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
492344987,-0.43016464,2.9066763,2018-07-16,644.0,2025-03-09,SMS,Y,N,Resident,N,94.0,N,N,Y,2025-02-23,B,Owner,Resident,9.0,942.0,Y,Y,2019-02-02,Zone 1 - Agreement,1,0,51.57,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
398469779,-0.093243495,2.8628397,2013-10-23,775.0,2025-02-23,SMS,Y,N,Resident,N,94.0,N,N,Y,2025-03-04,,Private Renter,Resident,8.0,954.0,Y,Y,2022-06-30,Zone 1 - Agreement,1,0,51.68,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
427141785,-0.30590323,2.4906619,2000-07-22,333.0,2025-03-09,SMS,Y,N,Resident,N,91.0,N,N,N,2025-02-24,,Social Renter,Forwarding Address,9.0,937.0,Y,Y,2021-12-26,Zone 2 - Only dp1 says Resident,1,0,51.96,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
255694840,-0.49514422,2.9812381,2012-02-27,63.0,2025-03-10,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-03-22,A,Owner,Resident,4.0,959.0,Y,Y,2025-01-31,Zone 1 - Agreement,1,0,52.06,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
503458732,-0.09409714,2.7372978,2012-11-26,760.0,,SMS,Y,N,Resident,N,95.0,N,N,Y,2025-03-12,A,Social Renter,Resident,1.0,936.0,Y,Y,2025-10-03,Zone 1 - Agreement,1,0,52.33,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
282301048,-1.8072616,0.41778752,2013-03-14,17.0,,Email,N,Y,Resident,N,99.0,N,Y,Y,2025-03-27,,Owner,Resident,6.0,986.0,Y,N,2022-08-20,Zone 1 - Agreement,0,1,52.57,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
482649386,-0.4825832,2.9811287,1995-09-07,77.0,2025-04-02,SMS,Y,N,Resident,N,86.0,N,N,Y,2025-03-13,B,Owner,Resident,7.0,955.0,Y,Y,2022-12-10,Zone 1 - Agreement,1,0,52.6,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
464322349,-0.21693775,2.8943167,2013-03-24,69.0,2025-04-09,SMS,Y,N,Resident,N,85.0,N,Y,N,2025-03-14,B,Private Renter,Resident,2.0,964.0,Y,Y,2025-09-23,Zone 1 - Agreement,1,0,52.62,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
738587567,-0.4795861,2.9869776,2004-06-28,54.0,2025-03-24,SMS,Y,N,Resident,N,85.0,N,Y,Y,2025-03-30,,Owner,Resident,7.0,960.0,Y,Y,2022-11-18,Zone 1 - Agreement,1,0,52.87,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
707652808,-0.22457314,2.8947506,2016-12-24,7.0,2025-03-18,SMS,Y,N,Resident,N,85.0,N,Y,N,2025-03-29,A,Private Renter,Resident,8.0,955.0,Y,Y,2020-11-23,Zone 1 - Agreement,1,0,52.9,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
907565926,-0.1363967,2.7598648,2018-02-15,431.0,2025-02-25,SMS,Y,N,Resident,N,92.0,N,N,N,2025-02-21,D,Social Renter,Resident,5.0,925.0,Y,Y,2023-09-10,Zone 1 - Agreement,1,0,53.14,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
141726252,-0.056624837,2.8626328,1998-09-21,814.0,2025-02-13,SMS,Y,N,Resident,N,94.0,N,N,Y,2025-03-07,B,Private Renter,Resident,3.0,942.0,Y,Y,2025-04-04,Zone 1 - Agreement,1,0,53.27,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
499622775,-0.46506134,2.9896784,2010-07-25,39.0,2025-03-10,SMS,Y,N,Resident,N,85.0,N,Y,N,2025-03-15,C,Owner,Resident,3.0,950.0,Y,Y,2025-05-28,Zone 1 - Agreement,1,0,53.72,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
716008206,-0.18942904,2.8942285,2010-07-13,89.0,,SMS,Y,N,Resident,N,85.0,N,N,Y,2025-04-05,C,Private Renter,Resident,9.0,953.0,Y,Y,2021-04-05,Zone 1 - Agreement,1,0,53.92,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
581440490,-1.3342863,0.5000859,2012-02-23,24.0,2025-04-03,Email,N,Y,Resident,N,98.0,N,Y,Y,2025-04-04,B,Private Renter,Resident,8.0,982.0,Y,Y,2021-03-07,Zone 1 - Agreement,0,1,54.04,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
239773069,-1.7714907,0.4091933,2000-05-25,47.0,2025-04-03,Email,N,Y,Resident,N,98.0,N,Y,Y,2025-03-25,A,Owner,Resident,7.0,981.0,Y,Y,2024-01-30,Zone 1 - Agreement,0,1,54.37,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
333630483,-0.048104078,2.8753333,2016-11-11,696.0,2025-03-22,SMS,Y,N,Resident,N,90.0,N,Y,Y,2025-03-29,B,Private Renter,Resident,8.0,953.0,Y,Y,2021-08-08,Zone 1 - Agreement,1,0,54.99,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
510545176,-1.1666143,0.40978852,1995-06-20,37.0,2025-03-26,Email,N,Y,Forwarding Address,N,99.0,N,Y,Y,2025-03-25,A,Private Renter,Forwarding Address,8.0,963.0,N,N,2022-09-10,Zone 4 - Neither says Resident,0,1,55.07,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
830849780,-1.3017322,0.5003533,2006-04-17,69.0,2025-04-08,Email,N,Y,Resident,N,97.0,N,Y,Y,2025-03-14,E,Private Renter,Resident,6.0,983.0,Y,Y,2023-08-22,Zone 1 - Agreement,0,1,55.39,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
769834773,-1.7676334,0.4133692,2013-05-05,22.0,2025-03-16,Email,N,Y,Resident,N,96.0,N,Y,N,2025-04-05,B,Owner,Resident,6.0,988.0,Y,Y,2023-07-29,Zone 1 - Agreement,0,1,55.42,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
139060917,-1.5207188,0.39632383,1997-05-04,15.0,2025-03-23,Email,N,Y,Forwarding Address,N,99.0,N,N,N,2025-03-25,E,Owner,Forwarding Address,5.0,954.0,Y,Y,2023-11-14,Zone 4 - Neither says Resident,0,1,55.75,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
256259603,-0.38634014,2.9650943,2002-10-16,275.0,2025-02-27,SMS,Y,N,Resident,N,88.0,N,Y,Y,2025-02-28,C,Owner,Resident,9.0,919.0,Y,Y,2021-07-12,Zone 1 - Agreement,1,0,56.18,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
691237331,-0.39641073,2.968382,2014-02-13,190.0,2025-03-02,SMS,Y,N,Resident,N,89.0,N,N,Y,2025-03-25,C,Owner,Resident,6.0,899.0,Y,Y,2022-10-22,Zone 1 - Agreement,1,0,56.33,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
975230117,-0.06347173,2.7746694,1997-11-02,439.0,2025-03-14,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-03-13,A,Social Renter,Resident,7.0,937.0,Y,Y,2023-10-16,Zone 1 - Agreement,1,0,57.02,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
741099377,-0.0984646,2.6744847,2014-08-02,315.0,2025-03-12,SMS,Y,N,Forwarding Address,N,88.0,N,N,Y,2025-03-04,A,Private Renter,Forwarding Address,9.0,914.0,Y,Y,2019-02-27,Zone 4 - Neither says Resident,1,0,57.08,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
854902435,-1.0259745,0.5950167,1996-01-10,74.0,2025-03-14,Email,N,Y,Resident,N,98.0,N,N,Y,2025-03-18,A,Social Renter,Resident,1.0,955.0,Y,Y,2025-10-03,Zone 1 - Agreement,0,1,57.24,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
826515123,-1.7200494,0.39163527,1997-09-15,40.0,2025-03-13,Email,N,Y,Resident,N,96.0,N,Y,Y,2025-03-10,A,Owner,Resident,7.0,967.0,Y,Y,2024-04-15,Zone 1 - Agreement,0,1,57.7,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
369918467,-1.272801,0.49612054,2007-11-20,22.0,,Email,N,Y,Resident,N,94.0,N,Y,Y,2025-03-30,,Private Renter,Resident,6.0,980.0,Y,Y,2022-12-02,Zone 1 - Agreement,0,1,58.22,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
160329895,-0.05641307,2.86579,2010-12-11,379.0,2025-02-07,SMS,Y,N,Resident,N,94.0,N,N,Y,2025-03-22,C,Private Renter,Resident,4.0,849.0,Y,Y,2024-10-17,Zone 1 - Agreement,1,0,58.22,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
209213497,-1.6986756,0.38813025,2015-05-15,87.0,2025-03-27,Email,N,Y,Resident,N,96.0,N,Y,N,2025-04-02,A,Owner,Resident,9.0,966.0,Y,N,2018-11-05,Zone 1 - Agreement,0,1,58.27,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
575784316,-0.35937178,3.0022857,2015-05-29,123.0,2025-03-07,SMS,Y,N,Resident,N,82.0,N,Y,Y,2025-03-11,C,Owner,Resident,6.0,942.0,Y,Y,2024-01-06,Zone 1 - Agreement,1,0,58.36,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
876581331,-1.6237824,0.36566764,2007-08-02,48.0,2025-03-21,Email,N,Y,Resident,N,93.0,N,N,N,2025-03-31,B,Owner,Forwarding Address,5.0,988.0,Y,Y,2023-11-17,Zone 2 - Only dp1 says Resident,0,1,58.68,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
364110544,-1.6885191,0.3752046,2018-02-12,71.0,2025-04-07,Email,N,Y,Resident,N,97.0,N,Y,Y,2025-04-05,B,Owner,Resident,6.0,950.0,N,Y,2023-02-12,Zone 1 - Agreement,0,1,58.71,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
479725862,-0.055917695,2.8900754,1995-08-24,292.0,2025-03-15,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-03-11,A,Private Renter,Resident,9.0,912.0,N,Y,2021-02-27,Zone 1 - Agreement,1,0,59.05,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
977018664,-0.24951023,2.9388676,2006-09-28,779.0,2025-03-06,SMS,Y,N,Resident,N,87.0,N,N,Y,2025-03-10,B,Owner,Resident,1.0,949.0,Y,Y,2025-10-03,Zone 1 - Agreement,1,0,59.22,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
433582752,-1.6994016,0.40154317,2009-05-18,73.0,2025-03-21,Email,N,Y,Resident,N,93.0,N,Y,Y,2025-03-22,A,Owner,Resident,7.0,985.0,Y,Y,2021-08-13,Zone 1 - Agreement,0,1,59.23,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
876557087,-0.013568742,2.8770308,1997-02-13,472.0,2025-03-10,SMS,Y,N,Resident,N,90.0,N,N,Y,2025-02-27,C,Private Renter,Resident,6.0,886.0,Y,Y,2023-08-30,Zone 1 - Agreement,1,0,59.45,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
554227368,-1.5770988,0.35630444,2005-07-29,59.0,2025-04-07,Email,N,Y,Resident,N,95.0,N,N,Y,2025-04-02,A,Owner,Forwarding Address,7.0,960.0,Y,Y,2022-01-16,Zone 2 - Only dp1 says Resident,0,1,59.59,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
496221450,0.06647456,2.7269032,2018-08-08,933.0,2025-03-17,SMS,Y,N,Resident,N,93.0,N,Y,N,2025-03-07,C,Social Renter,Resident,1.0,896.0,N,Y,2025-10-03,Zone 1 - Agreement,1,0,60.06,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
101727745,-0.24460113,2.952841,2012-06-10,690.0,2025-02-14,SMS,Y,N,Resident,N,85.0,N,Y,N,2025-03-12,A,Owner,Resident,7.0,951.0,Y,Y,2023-01-08,Zone 1 - Agreement,1,0,60.13,Tier 1 - Low Risk,Normal,2,"🕵️ Trace First (High Risk, Tier-3)"
830205633,-1.0237963,0.61814535,2010-03-19,3.0,2025-03-19,Email,N,Y,Resident,N,91.0,N,Y,N,2025-03-10,C,Social Renter,Resident,7.0,989.0,Y,Y,2022-06-19,Zone 1 - Agreement,0,1,60.13,Tier 1 - Low Risk,Normal,0,"📲 SMS (Low Risk, Tier-1)"
