UID,Account Open Date,Arrears Balance,Last Payment Date,Last Collections Action,Mobile Flag,Email Flag,dp1 Result Code,dp1 IVA/CCJ Flag,dp1 Score,dp1 Deceased Flag,dp1 Mobile Flag,dp1 Email Flag,dp1 Latest Residency Confirmation Date,dp2 Council Tax Band,dp2 Occupancy Style,dp3 Match Type,dp3 Match Level,dp3 Score,dp3 Mobile Flag,dp3 Email Flag,dp3 Latest Residency Confirmation Date,Residency Zone,Segment_Risk_Score,Action_Tier
647212549,2016-08-31,1936.0,2025-01-18,SMS,Y,N,Resident,N,65.0,N,N,N,2024-12-30,,Owner,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,,
281243942,2012-09-22,2647.0,2024-12-10,Phone,N,N,Unmatched,,,,,,,E,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,144.4,Tier 3 – High Risk
121794878,2013-02-21,2771.0,2025-01-12,Email,N,Y,Unmatched,,,,,,,E,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,192.1,Tier 3 – High Risk
302476184,2012-01-08,,,Phone,N,N,Resident,N,38.0,N,N,N,2025-03-26,,Social Renter,Resident,6.0,256.0,Y,Y,2022-05-17,Zone 1 - Agreement,,
920333758,2012-09-28,984.0,2025-03-09,Email,N,Y,Resident,N,78.0,N,Y,Y,2025-03-10,D,Social Renter,Resident,9.0,945.0,Y,Y,2020-01-31,Zone 1 - Agreement,160.7,Tier 3 – High Risk
356500916,2013-09-06,900.0,2025-03-03,Email,N,Y,Unmatched,,,,,,,B,Private Renter,Resident,9.0,958.0,Y,Y,2019-11-04,Zone 3 - Only dp3 says Resident,86.8,Tier 2 – Medium Risk
566609594,2010-07-11,2448.0,2024-11-27,Phone,N,N,Unmatched,,,,,,,E,Social Renter,Resident,2.0,580.0,Y,Y,2025-09-29,Zone 3 - Only dp3 says Resident,212.6,Tier 3 – High Risk
830849780,2006-04-17,69.0,2025-04-08,Email,N,Y,Resident,N,97.0,N,Y,Y,2025-03-14,E,Private Renter,Resident,6.0,983.0,Y,Y,2023-08-22,Zone 1 - Agreement,192.1,Tier 3 – High Risk
378351415,2001-07-17,40.0,2025-03-30,Phone,N,N,Forwarding Address,N,89.0,N,Y,Y,2025-03-26,C,Private Renter,Resident,2.0,981.0,Y,Y,2025-09-18,Zone 3 - Only dp3 says Resident,108.1,Tier 3 – High Risk
494973936,1997-07-02,72.0,2025-03-17,Email,N,Y,Deceased,N,0.0,Y,N,Y,2025-04-07,C,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,108.1,Tier 3 – High Risk
162290706,2010-04-30,71.0,2025-03-23,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,81.6,Tier 2 – Medium Risk
826497313,2006-09-03,258.0,2025-02-27,SMS,Y,N,Unmatched,,,,,,,E,Private Renter,Resident,6.0,885.0,Y,Y,2023-11-14,Zone 3 - Only dp3 says Resident,192.1,Tier 3 – High Risk
769591034,2009-04-07,60.0,2025-04-01,Phone,N,N,Resident,N,85.0,N,N,Y,2025-04-02,D,Social Renter,Resident,8.0,963.0,Y,Y,2022-12-11,Zone 1 - Agreement,160.7,Tier 3 – High Risk
446451035,2011-01-30,1729.0,,SMS,Y,N,Unmatched,,,,,,,D,Social Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,160.7,Tier 3 – High Risk
179602041,2017-07-13,,2025-03-26,SMS,Y,N,Unmatched,,,,,,,A,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,73.0,Tier 2 – Medium Risk
807881619,2005-12-29,375.0,2025-03-14,SMS,Y,N,Unmatched,,,,,,,,Private Renter,Resident,1.0,937.0,Y,Y,2025-10-03,Zone 3 - Only dp3 says Resident,,
768749982,2004-03-09,84.0,2025-03-30,SMS,Y,N,Unmatched,,,,,,,A,Social Renter,Forwarding Address,9.0,960.0,Y,Y,2019-03-07,Zone 4 - Neither says Resident,125.7,Tier 3 – High Risk
702173323,2014-10-24,126.0,2025-02-28,Phone,N,N,Unmatched,,,,,,,B,,Resident,9.0,882.0,Y,Y,2019-06-07,Zone 3 - Only dp3 says Resident,,
757384236,2001-08-31,1985.0,2024-12-28,Email,N,Y,Unmatched,,,,,,,D,Owner,Resident,1.0,720.0,Y,Y,2025-10-03,Zone 3 - Only dp3 says Resident,137.0,Tier 3 – High Risk
952850128,2009-07-18,1321.0,2025-01-30,Phone,N,N,Resident,N,80.0,N,Y,Y,2025-01-13,E,Owner,Resident,1.0,865.0,N,Y,2025-10-03,Zone 1 - Agreement,144.4,Tier 3 – High Risk
493832581,1999-09-11,,2025-04-07,Phone,N,N,Resident,N,10.0,N,Y,N,2025-04-09,D,Owner,Resident,9.0,867.0,Y,N,2021-02-25,Zone 1 - Agreement,137.0,Tier 3 – High Risk
245996316,2009-07-21,87.0,2025-03-11,SMS,Y,N,Resident,N,98.0,N,Y,Y,2025-03-24,,Owner,Resident,9.0,967.0,Y,Y,2018-12-01,Zone 1 - Agreement,,
449243758,2005-08-10,1946.0,2025-01-02,Email,N,Y,Resident,N,68.0,N,N,Y,2024-11-30,E,Owner,Resident,7.0,833.0,N,Y,2024-05-08,Zone 1 - Agreement,144.4,Tier 3 – High Risk
230836826,2003-07-16,2466.0,2024-12-25,Email,N,Y,Resident,N,48.0,N,Y,N,2025-01-09,E,Owner,Resident,4.0,609.0,N,N,2024-11-06,Zone 1 - Agreement,144.4,Tier 3 – High Risk
625034800,1995-10-21,3397.0,,Letter,N,N,Resident,N,18.0,N,N,N,2024-02-25,D,Owner,Resident,6.0,294.0,Y,Y,2021-09-08,Zone 1 - Agreement,137.0,Tier 3 – High Risk
994647729,2015-01-23,48.0,2025-03-21,SMS,Y,N,Resident,N,86.0,N,Y,Y,2025-03-20,,Owner,Resident,6.0,963.0,Y,Y,2023-06-20,Zone 1 - Agreement,,
849035780,1995-08-18,2.0,2025-04-04,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-03-30,B,Owner,Resident,9.0,961.0,Y,Y,2019-07-14,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
510545176,1995-06-20,37.0,2025-03-26,Email,N,Y,Forwarding Address,N,99.0,N,Y,Y,2025-03-25,A,Private Renter,Forwarding Address,8.0,963.0,N,N,2022-09-10,Zone 4 - Neither says Resident,73.0,Tier 2 – Medium Risk
874702087,2003-07-14,97.0,,SMS,Y,N,Resident,N,96.0,N,Y,Y,2025-03-19,A,Owner,Resident,5.0,979.0,Y,Y,2023-10-18,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
623790506,1999-08-22,,2025-03-18,Letter,N,N,Resident,N,52.0,N,N,N,2025-03-17,E,Social Renter,Resident,3.0,701.0,Y,Y,2025-04-07,Zone 1 - Agreement,212.6,Tier 3 – High Risk
270909943,2017-07-09,13.0,2025-03-24,Letter,N,N,Resident,N,95.0,N,N,Y,2025-03-20,,Owner,Resident,6.0,981.0,N,Y,2021-09-09,Zone 1 - Agreement,,
625413336,2003-09-30,1676.0,2024-12-25,SMS,Y,N,Resident,N,69.0,N,N,Y,2024-12-02,D,Private Renter,Resident,7.0,879.0,Y,Y,2023-07-18,Zone 1 - Agreement,136.7,Tier 3 – High Risk
768634659,2016-07-01,2.0,,SMS,Y,N,Resident,N,93.0,N,N,Y,2025-03-19,A,Private Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,73.0,Tier 2 – Medium Risk
853249958,2014-04-24,27.0,2025-04-02,Email,N,Y,Resident,N,91.0,N,Y,N,2025-03-16,,Owner,Resident,1.0,981.0,Y,Y,2025-10-03,Zone 1 - Agreement,,
388292647,2018-08-08,2134.0,2025-02-04,Phone,N,N,Resident,N,58.0,N,N,N,2025-01-06,F,Private Renter,Resident,4.0,537.0,Y,Y,2024-10-23,Zone 1 - Agreement,213.1,Tier 3 – High Risk
329412879,2013-10-18,46.0,2025-04-04,Email,N,Y,Unmatched,,,,,,,,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,,
162001196,1999-03-07,1419.0,2025-02-24,Email,N,Y,Unmatched,,,,,,,C,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,97.8,Tier 2 – Medium Risk
281669130,2000-05-10,3684.0,2025-02-21,Letter,N,N,Resident,N,15.0,N,Y,Y,2023-11-08,D,Social Renter,Resident,5.0,268.0,Y,Y,2024-06-02,Zone 1 - Agreement,160.7,Tier 3 – High Risk
711586616,1999-07-20,2831.0,2024-11-21,SMS,Y,N,Resident,N,52.0,N,N,N,2024-09-01,D,Social Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,160.7,Tier 3 – High Risk
695595429,2003-05-15,129.0,,Email,N,Y,Unmatched,,,,,,,A,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,73.0,Tier 2 – Medium Risk
382594975,1997-11-14,2575.0,2025-02-24,Phone,N,N,Resident,N,60.0,N,Y,Y,2025-02-07,E,Social Renter,Resident,9.0,665.0,Y,N,2020-03-27,Zone 1 - Agreement,212.6,Tier 3 – High Risk
875764043,2018-05-15,2068.0,2024-12-21,Email,N,Y,Unmatched,,,,,,,F,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,213.1,Tier 3 – High Risk
128588998,2015-05-12,1900.0,2025-01-18,Email,N,Y,Resident,N,69.0,N,N,N,2025-02-13,F,Owner,Resident,5.0,795.0,Y,Y,2024-05-26,Zone 1 - Agreement,171.5,Tier 3 – High Risk
472623681,2012-02-01,2054.0,2024-12-30,Phone,N,N,Resident,N,41.0,N,Y,Y,2025-01-17,D,Social Renter,Resident,4.0,510.0,Y,Y,2024-09-09,Zone 1 - Agreement,160.7,Tier 3 – High Risk
762411743,2013-10-18,,2025-03-14,SMS,Y,N,Resident,N,20.0,N,N,Y,2025-04-08,D,Social Renter,Resident,5.0,658.0,Y,Y,2024-01-14,Zone 1 - Agreement,160.7,Tier 3 – High Risk
593258104,2018-04-05,920.0,2025-03-12,Phone,N,N,Resident,N,78.0,N,N,Y,2025-03-21,E,Owner,Resident,8.0,946.0,Y,N,2019-10-27,Zone 1 - Agreement,144.4,Tier 3 – High Risk
250576578,2008-12-16,872.0,2025-03-17,Phone,N,N,Forwarding Address,N,93.0,N,Y,Y,2025-02-17,C,Social Renter,Forwarding Address,5.0,878.0,Y,N,2024-06-15,Zone 4 - Neither says Resident,144.7,Tier 3 – High Risk
913731479,2006-12-20,2624.0,2024-08-28,Email,N,Y,Resident,N,30.0,N,N,N,2024-10-11,F,Social Renter,Resident,4.0,630.0,Y,Y,2024-10-16,Zone 1 - Agreement,238.0,Tier 3 – High Risk
889379831,2000-11-20,3697.0,2023-04-06,SMS,Y,N,Resident,N,18.0,N,N,Y,2023-08-26,F,Social Renter,Resident,6.0,537.0,Y,Y,2022-11-12,Zone 1 - Agreement,238.0,Tier 3 – High Risk
570996653,2002-08-09,65.0,2025-03-28,Email,N,Y,Resident,N,87.0,N,N,N,2025-03-23,B,Owner,Resident,6.0,959.0,Y,Y,2022-06-28,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
820768196,1998-07-27,3603.0,2024-06-01,Email,N,Y,Resident,N,18.0,N,N,N,2024-01-11,F,Owner,Deceased,,,Y,Y,,Zone 2 - Only dp1 says Resident,171.5,Tier 3 – High Risk
956302972,2018-03-09,1.0,2025-03-26,SMS,Y,N,Resident,N,98.0,N,Y,Y,2025-03-24,A,Owner,Resident,8.0,962.0,Y,Y,2020-05-18,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
988097754,2018-09-04,,2025-04-03,SMS,Y,N,Resident,N,99.0,N,N,Y,2025-03-18,C,Private Renter,Resident,9.0,193.0,Y,Y,2020-02-09,Zone 1 - Agreement,108.1,Tier 3 – High Risk
447960041,2005-08-26,1268.0,2024-12-27,SMS,Y,N,Resident,N,61.0,N,N,Y,2024-12-23,E,Private Renter,Resident,8.0,706.0,Y,Y,2020-06-02,Zone 1 - Agreement,192.1,Tier 3 – High Risk
935690671,2018-09-20,,2025-03-18,Letter,N,N,Deceased,N,0.0,Y,N,Y,2025-03-19,E,Private Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,192.1,Tier 3 – High Risk
984095911,2006-10-20,36.0,2025-04-07,Phone,N,N,Unmatched,,,,,,,A,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,73.5,Tier 2 – Medium Risk
615632965,2006-03-28,812.0,2025-02-22,SMS,Y,N,Resident,N,84.0,N,N,Y,2025-03-29,D,Owner,Resident,7.0,950.0,Y,Y,2023-03-11,Zone 1 - Agreement,137.0,Tier 3 – High Risk
990120813,2004-01-19,2266.0,2025-03-07,Email,N,Y,Resident,N,51.0,N,Y,N,2024-11-30,D,Private Renter,Resident,1.0,536.0,Y,Y,2025-10-03,Zone 1 - Agreement,136.7,Tier 3 – High Risk
734123071,2001-05-20,2668.0,2025-01-24,Email,N,Y,Forwarding Address,N,40.0,N,N,Y,2024-10-31,A,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,73.0,Tier 2 – Medium Risk
639524998,2001-02-09,841.0,2025-03-05,SMS,Y,N,Resident,N,80.0,N,N,Y,2025-03-09,D,Private Renter,Resident,9.0,878.0,Y,Y,2020-05-06,Zone 1 - Agreement,136.7,Tier 3 – High Risk
317190823,2002-09-18,138.0,2025-02-21,SMS,Y,N,Resident,N,77.0,N,Y,Y,2025-03-10,,Owner,Deceased,,,N,Y,,Zone 2 - Only dp1 says Resident,,
527092278,2012-08-29,1996.0,2024-12-21,Email,N,Y,Resident,N,62.0,N,Y,N,2025-01-09,F,Private Renter,Resident,3.0,886.0,Y,Y,2025-06-25,Zone 1 - Agreement,213.1,Tier 3 – High Risk
546781701,1996-10-15,424.0,,SMS,Y,N,Resident,N,95.0,N,N,Y,2025-03-07,B,Social Renter,Resident,9.0,939.0,Y,Y,2022-07-05,Zone 1 - Agreement,99.0,Tier 2 – Medium Risk
754798613,2005-09-03,261.0,2025-03-04,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,81.6,Tier 2 – Medium Risk
284185683,1995-07-02,,2025-04-09,Email,N,Y,Resident,N,35.0,N,Y,Y,2025-03-30,A,Owner,Resident,5.0,455.0,Y,Y,2024-04-10,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
178181770,1998-10-28,26.0,2025-03-23,SMS,Y,N,Resident,N,98.0,N,Y,Y,2025-03-12,,Owner,Resident,2.0,952.0,Y,N,2025-09-24,Zone 1 - Agreement,,
934178507,1999-05-15,2139.0,2025-03-26,Email,N,Y,Unmatched,,,,,,,C,Social Renter,Forwarding Address,7.0,535.0,Y,Y,2023-07-12,Zone 4 - Neither says Resident,144.7,Tier 3 – High Risk
600409006,2006-07-03,2136.0,2024-12-19,Email,N,Y,Resident,N,60.0,N,N,Y,2024-09-02,E,Private Renter,Resident,3.0,586.0,N,Y,2025-07-11,Zone 1 - Agreement,192.1,Tier 3 – High Risk
783645971,2002-12-03,2008.0,2024-11-10,Email,N,Y,Deceased,N,0.0,Y,Y,N,2025-02-02,E,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,144.4,Tier 3 – High Risk
654143067,2015-08-08,4891.0,2022-03-05,Letter,N,N,Unmatched,,,,,,,F,Social Renter,Resident,2.0,219.0,Y,Y,2025-09-23,Zone 3 - Only dp3 says Resident,238.0,Tier 3 – High Risk
391547504,2014-12-10,2533.0,2025-02-11,Phone,N,N,Resident,N,49.0,N,Y,Y,2024-11-14,,Owner,Forwarding Address,7.0,514.0,Y,Y,2020-12-10,Zone 2 - Only dp1 says Resident,,
611485642,2002-07-01,12.0,2025-03-16,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-03-24,E,Social Renter,Resident,6.0,980.0,Y,Y,2022-09-18,Zone 1 - Agreement,212.6,Tier 3 – High Risk
303274192,2011-04-16,1620.0,2024-11-20,Email,N,Y,Resident,N,60.0,N,N,N,2024-12-15,F,Private Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,213.1,Tier 3 – High Risk
961151002,2018-06-03,2319.0,2025-03-04,Email,N,Y,Resident,N,44.0,N,Y,N,2025-02-13,E,Private Renter,Resident,2.0,707.0,Y,Y,2025-09-24,Zone 1 - Agreement,192.1,Tier 3 – High Risk
634929326,1998-12-01,3058.0,,Letter,N,N,Resident,N,28.0,N,N,N,2023-07-31,F,Private Renter,Resident,1.0,362.0,Y,Y,2025-10-03,Zone 1 - Agreement,213.1,Tier 3 – High Risk
425735148,2009-04-13,1547.0,2024-12-25,SMS,Y,N,Resident,N,54.0,N,N,Y,2024-12-10,E,Owner,Forwarding Address,5.0,771.0,Y,Y,2024-02-01,Zone 2 - Only dp1 says Resident,144.4,Tier 3 – High Risk
921260144,1997-04-29,1850.0,2024-12-23,Email,N,Y,Unmatched,,,,,,,D,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,137.0,Tier 3 – High Risk
613326613,2009-08-15,3087.0,2024-07-13,Email,N,Y,Unmatched,,,,,,,D,Owner,Resident,3.0,383.0,N,N,2025-04-15,Zone 3 - Only dp3 says Resident,137.0,Tier 3 – High Risk
111953448,2011-05-25,480.0,2025-03-10,Email,N,Y,Resident,N,80.0,N,Y,Y,2025-03-26,C,Owner,Resident,2.0,868.0,Y,Y,2025-10-01,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
141726252,1998-09-21,814.0,2025-02-13,SMS,Y,N,Resident,N,94.0,N,N,Y,2025-03-07,B,Private Renter,Resident,3.0,942.0,Y,Y,2025-04-04,Zone 1 - Agreement,86.8,Tier 2 – Medium Risk
376815303,2000-04-28,45.0,2025-03-12,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,81.6,Tier 2 – Medium Risk
297643299,2007-02-19,78.0,2025-03-29,SMS,Y,N,Unmatched,,,,,,,C,Owner,Resident,5.0,965.0,Y,Y,2024-08-21,Zone 3 - Only dp3 says Resident,97.8,Tier 2 – Medium Risk
815396619,1996-04-03,3663.0,2024-07-11,Letter,N,N,Resident,N,19.0,N,N,N,2023-10-03,F,Social Renter,Resident,1.0,394.0,Y,Y,2025-10-03,Zone 1 - Agreement,238.0,Tier 3 – High Risk
433582752,2009-05-18,73.0,2025-03-21,Email,N,Y,Resident,N,93.0,N,Y,Y,2025-03-22,A,Owner,Resident,7.0,985.0,Y,Y,2021-08-13,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
111049089,2000-04-19,,,Email,N,Y,Unmatched,,,,,,,F,Social Renter,Resident,2.0,667.0,Y,Y,2025-09-28,Zone 3 - Only dp3 says Resident,238.0,Tier 3 – High Risk
232413423,2007-07-30,1206.0,2024-12-13,Email,N,Y,Unmatched,,,,,,,C,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,108.1,Tier 3 – High Risk
368315520,1999-03-01,697.0,2025-03-22,Letter,N,N,Resident,N,93.0,N,N,Y,2025-03-01,B,Private Renter,Resident,9.0,847.0,Y,N,2021-11-25,Zone 1 - Agreement,86.8,Tier 2 – Medium Risk
806513258,2002-12-10,3658.0,2024-11-01,Email,N,Y,Resident,N,23.0,N,N,Y,2023-04-25,E,Private Renter,Resident,5.0,537.0,Y,Y,2024-04-02,Zone 1 - Agreement,192.1,Tier 3 – High Risk
796649895,1995-09-21,3017.0,,Letter,N,N,Unmatched,,,,,,,E,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,192.1,Tier 3 – High Risk
735009948,1995-02-12,97.0,2025-03-21,Email,N,Y,Deceased,N,0.0,Y,Y,Y,2025-03-17,A,Owner,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,73.5,Tier 2 – Medium Risk
849599648,2014-01-20,2588.0,2024-10-31,Phone,N,N,Unmatched,,,,,,,E,Owner,Resident,6.0,693.0,Y,N,2021-09-23,Zone 3 - Only dp3 says Resident,144.4,Tier 3 – High Risk
206146008,2004-08-22,32.0,2025-04-03,SMS,Y,N,Resident,N,89.0,N,Y,Y,2025-03-31,B,,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,,
175335269,2008-02-24,,2025-04-06,Phone,N,N,Resident,N,13.0,N,N,Y,2025-04-03,C,Owner,Resident,7.0,998.0,Y,Y,2022-08-21,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
822676632,2014-06-03,69.0,2025-04-03,SMS,Y,N,Resident,N,90.0,N,N,N,2025-03-29,A,Owner,Resident,4.0,985.0,Y,Y,2025-03-10,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
878104128,2009-03-15,161.0,2025-03-19,Email,N,Y,Resident,N,82.0,N,Y,N,2025-03-24,B,Private Renter,Resident,7.0,890.0,Y,Y,2024-01-03,Zone 1 - Agreement,86.8,Tier 2 – Medium Risk
646696178,1999-09-15,1956.0,2025-01-08,Email,N,Y,Resident,N,60.0,N,N,N,2024-11-28,E,Private Renter,Resident,5.0,795.0,Y,Y,2023-09-06,Zone 1 - Agreement,192.1,Tier 3 – High Risk
291639776,2012-04-08,4036.0,2022-10-14,Letter,N,N,Deceased,Y,0.0,Y,N,N,2020-01-07,C,Social Renter,Deceased,,,N,Y,,Zone 4 - Neither says Resident,144.7,Tier 3 – High Risk
504438724,2008-12-01,1105.0,2024-12-23,Phone,N,N,Resident,N,78.0,N,Y,Y,2025-02-12,C,Owner,Deceased,,,Y,Y,,Zone 2 - Only dp1 says Resident,97.8,Tier 2 – Medium Risk
918832666,2009-09-17,,,SMS,Y,N,Forwarding Address,N,57.0,N,N,N,2025-03-21,C,Owner,Resident,1.0,782.0,Y,N,2025-10-03,Zone 3 - Only dp3 says Resident,97.8,Tier 2 – Medium Risk
274353255,2009-06-26,51.0,2025-03-27,SMS,Y,N,Resident,N,97.0,N,Y,Y,2025-04-01,C,Private Renter,Resident,6.0,972.0,Y,Y,2024-02-14,Zone 1 - Agreement,108.1,Tier 3 – High Risk
705029847,2017-06-11,900.0,2025-02-28,Email,N,Y,Unmatched,,,,,,,,Social Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,,
219974147,1998-04-18,1688.0,2025-02-19,Email,N,Y,Resident,N,65.0,N,N,N,2025-02-04,D,Private Renter,Resident,4.0,777.0,Y,Y,2025-03-14,Zone 1 - Agreement,136.7,Tier 3 – High Risk
809705284,1995-08-27,4530.0,2024-06-06,Letter,N,N,Unmatched,,,,,,,F,Social Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,238.0,Tier 3 – High Risk
153779682,1996-11-29,1766.0,2024-12-24,Phone,N,N,Unmatched,,,,,,,,Owner,Resident,2.0,723.0,Y,Y,2025-09-22,Zone 3 - Only dp3 says Resident,,
676533101,2002-02-05,61.0,2025-03-31,SMS,Y,N,Unmatched,,,,,,,A,Owner,Forwarding Address,9.0,976.0,Y,Y,2020-10-30,Zone 4 - Neither says Resident,73.5,Tier 2 – Medium Risk
747788750,2015-12-05,974.0,2025-03-21,Email,N,Y,Unmatched,,,,,,,D,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,137.0,Tier 3 – High Risk
702872763,2011-11-04,36.0,2025-03-22,Email,N,Y,Resident,N,91.0,N,Y,N,2025-04-03,B,Social Renter,Resident,6.0,989.0,Y,Y,2023-01-11,Zone 1 - Agreement,99.0,Tier 2 – Medium Risk
165565947,2010-01-13,5139.0,2023-07-29,Phone,N,N,Unmatched,,,,,,,F,Social Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,238.0,Tier 3 – High Risk
360349534,2002-10-22,89.0,2025-03-22,Phone,N,N,Resident,N,98.0,N,Y,Y,2025-03-19,D,Owner,Resident,7.0,966.0,Y,Y,2022-07-29,Zone 1 - Agreement,137.0,Tier 3 – High Risk
848417976,2004-03-15,4668.0,,Letter,N,N,Resident,Y,1.0,N,N,N,2019-05-10,F,Private Renter,Forwarding Address,6.0,4.0,Y,N,2024-05-07,Zone 2 - Only dp1 says Resident,213.1,Tier 3 – High Risk
530608356,2011-10-12,9.0,2025-03-17,Email,N,Y,Resident,N,86.0,N,N,Y,2025-04-06,C,Private Renter,Resident,1.0,953.0,Y,Y,2025-10-03,Zone 1 - Agreement,108.1,Tier 3 – High Risk
687323600,2008-08-31,,2025-04-02,Phone,N,N,Resident,N,17.0,N,Y,N,2025-03-27,A,Private Renter,Forwarding Address,8.0,896.0,Y,N,2020-10-17,Zone 2 - Only dp1 says Resident,73.0,Tier 2 – Medium Risk
707652808,2016-12-24,7.0,2025-03-18,SMS,Y,N,Resident,N,85.0,N,Y,N,2025-03-29,A,Private Renter,Resident,8.0,955.0,Y,Y,2020-11-23,Zone 1 - Agreement,73.0,Tier 2 – Medium Risk
935102197,2008-03-26,4915.0,2019-08-08,Letter,N,N,Resident,N,3.0,N,N,N,2021-12-14,E,Social Renter,Resident,2.0,133.0,Y,Y,2025-09-18,Zone 1 - Agreement,212.6,Tier 3 – High Risk
652977133,2004-10-30,68.0,2025-03-22,SMS,Y,N,Resident,N,92.0,N,N,N,2025-03-26,A,Owner,Resident,7.0,985.0,N,N,2023-04-16,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
182053799,2016-02-16,70.0,2025-03-16,Email,N,Y,Resident,N,92.0,N,N,Y,2025-03-31,E,Owner,Resident,8.0,965.0,Y,Y,2022-11-20,Zone 1 - Agreement,144.4,Tier 3 – High Risk
142369338,1995-07-29,2620.0,2025-01-07,Phone,N,N,Resident,N,26.0,N,N,N,2025-01-31,F,Social Renter,Resident,1.0,589.0,Y,Y,2025-10-03,Zone 1 - Agreement,238.0,Tier 3 – High Risk
213327594,2013-07-21,2021.0,2024-12-17,Phone,N,N,Unmatched,,,,,,,E,Social Renter,Forwarding Address,3.0,501.0,Y,Y,2025-03-05,Zone 4 - Neither says Resident,212.6,Tier 3 – High Risk
928709651,2014-05-15,93.0,,SMS,Y,N,Resident,N,86.0,N,N,Y,2025-03-27,A,Owner,Resident,9.0,986.0,Y,Y,2019-08-29,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
504683331,2012-08-25,,2025-03-18,Email,N,Y,Unmatched,,,,,,,,Social Renter,Resident,7.0,92.0,Y,Y,2020-10-25,Zone 3 - Only dp3 says Resident,,
922411508,2014-01-06,77.0,2025-04-01,Email,N,Y,Resident,N,88.0,N,Y,Y,2025-04-05,D,Private Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,136.7,Tier 3 – High Risk
542903586,2017-04-22,1672.0,2025-01-04,Phone,N,N,Unmatched,,,,,,,E,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,144.4,Tier 3 – High Risk
116268437,2012-07-18,595.0,2025-03-17,SMS,Y,N,Unmatched,,,,,,,C,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,97.8,Tier 2 – Medium Risk
162826926,1995-12-29,1616.0,2024-12-02,Phone,N,N,Deceased,N,0.0,Y,Y,N,2024-12-16,E,Private Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,192.1,Tier 3 – High Risk
576678758,1997-09-22,34.0,2025-03-13,SMS,Y,N,Unmatched,,,,,,,A,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,73.5,Tier 2 – Medium Risk
884612336,2016-12-12,1512.0,2025-01-22,SMS,Y,N,Resident,N,76.0,N,N,Y,2025-01-06,E,Private Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,192.1,Tier 3 – High Risk
469237822,1995-12-30,1644.0,2025-02-21,Phone,N,N,Resident,N,65.0,N,N,N,2024-12-07,,Private Renter,Resident,3.0,840.0,Y,Y,2025-05-26,Zone 1 - Agreement,,
391210228,2015-09-26,1562.0,2025-01-11,Phone,N,N,Resident,N,69.0,N,Y,N,2025-02-24,B,Private Renter,Resident,9.0,862.0,Y,N,2020-10-14,Zone 1 - Agreement,86.8,Tier 2 – Medium Risk
