UID,Risk Tier,Final Action,Contact Path,Success,Comment
731587561,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
169637283,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
198387336,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
922056652,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
754935111,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
724149977,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
266012208,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
514572087,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
230836826,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
684659481,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
918374410,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
631975337,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
467736760,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
726830740,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
936318190,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
990120813,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
330074074,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
142055730,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
880489675,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
632910038,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
180148358,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
794950581,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
149576375,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
527691154,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
544540490,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
122738353,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
311038785,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
198809815,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
176849717,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
311769194,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
661650397,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
404567372,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
504124986,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
576733251,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
114286918,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
382594975,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
913731479,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
411366738,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
474808016,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
337157173,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
602776202,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
993792506,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
613637257,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
801771202,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
279967583,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
223549300,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
683376374,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
748654834,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
331428751,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
127044283,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
886987009,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
795348776,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
125554197,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
388292647,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
164431465,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
363631081,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
523174397,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
535182014,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
254088791,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
889379831,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
293957703,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
238705982,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
561053344,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
888120346,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
641079246,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
481623203,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
568554521,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
568496921,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
857544841,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
391547504,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
901068950,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
313386641,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
806513258,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
627539131,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
772956704,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
905808569,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
681586889,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
958168105,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
472623681,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
163600593,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
879027437,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
274353592,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
219776171,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
191861971,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
645227299,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
702107275,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
429484058,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
142369338,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
950979079,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
711723654,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
293048991,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
261904985,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
478531743,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
558907726,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
179004913,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
933782995,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
599748413,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
418159485,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
456534349,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
999066113,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
852494370,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
514224829,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
316053565,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
831593760,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
235919917,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
634929326,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
915535571,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
222122817,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
211904295,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
551085390,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
734796782,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
327170018,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
540802514,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
347070350,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
584203193,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
835239506,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
712803721,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
815396619,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
239948135,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
152472190,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
906910453,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
716310605,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
957753922,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
701827595,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
202312981,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
278236549,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
523984082,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
625034800,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
509256103,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
152128816,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
153693439,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
281669130,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
680261899,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
755165644,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
666201152,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
851288038,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
558350373,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
151114404,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
791815758,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
987532158,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
315926340,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
537279802,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
397910633,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
904815710,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
858828192,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
548640729,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
876280536,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
577758674,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
134848953,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
717419609,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
869451307,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
356089749,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
683040413,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
458062255,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
976000380,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
935102197,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
460467984,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
484550850,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
516195093,Tier 3 - High Risk,Call,SMS → Email → Call,1,Success via Call
547121414,Tier 3 - High Risk,Email,SMS → Email,1,Success via Email
970502905,Tier 3 - High Risk,SMS,SMS,1,Success via SMS
848417976,Tier 3 - High Risk,None,SMS → Email → Call,0,No contact success
